ID,TP,FP,TN,FN
1,8,1,15,2
2,7,98,884,13
3,16,27,102,5
4,14,6,10,4
5,22,1,54,2
6,10,7,62,8
7,50,2,60,8
8,121,1,49,49
9,16,11,39,9
10,1,2,12,11
