ID,TP,FP,TN,FN
1,37,9,29,15
2,36,17,26,16
3,59,3,27,1
4,33,2,19,10
5,243,86,125,162
6,24,2,24,19
7,45,3,26,2
8,82,20,126,72
9,27,11,30,6
10,79,33,22,17
11,35,9,33,37
12,30,3,11,8
13,38,7,23,12
14,55,4,33,1
15,54,14,46,14
16,18,4,47,1
17,91,3,27,9
18,30,4,20,2
19,31,6,25,8
