ID,TP,FP,TN,FN
1,23,0,82,1
2,44,0,15,7
3,35,0,12,0
4,32,20,50,17
5,49,0,12,16
6,66,25,45,22
7,26,31,79,11
8,7,7,9,0
9,36,16,34,14
