ID,TP,FP,TN,FN
1,19,2,24,1
2,22,4,77,1
3,94,0,40,29
4,27,20,16,9
5,40,5,68,2
6,42,4,48,0
7,6,3,39,20
8,80,2,16,2
9,26,2,28,4
