ID,TP,FP,TN,FN
1,33,18,44,5
2,44,0,12,3
3,50,3,57,2
4,49,1,10,6
5,266,73,133,138
6,130,7,139,24
7,93,16,129,55
8,25,1,18,0
9,92,47,318,11
10,55,1,31,6
11,30,1,6,10
12,84,20,66,26
13,25,1,6,0
14,34,1,8,8
